대피소,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
지리산 장터목,지리산 장터목대피소 예약 성공 백무동 중산리코스,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,인천,남구,주안1동,
덕유산 삿갓골재,덕유산 육십령 ~ 삿갓재대피소 ~ 황점마을(201908310901),M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,광주,서구,화정3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
덕유산 향적봉,덕유산 눈꽃 겨울여행2 / 향적봉 일출 향적봉대피소,F,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,당산동5가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 중청,설악산 중청대피소 하룻밤의 추억,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,오피스텔,경기,안산시 단원구,고잔2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 북구,우현동,
한라산 탐라계곡,한라산(관음사 탐방 안내소~탐라계곡 대피소~삼각봉 대피소~한라산~진달래 밭 대피소~속밭 대피소~성판악. 180831.금),F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,단독주택,충남,천안시 동남구,북면,"경차 (모닝, 스파크 등)"
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,M,5,,,      ,          ,,경기,시흥시,거모동,
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,M,2,,,      ,          ,,서울,동작구,흑석동,
설악산 소청,설악산 소청 대피소 예약 당첨,M,4,,,      ,          ,,서울,마포구,성산2동,
설악산 소청,설악산 백담사~소청대피소 (5/19~21)/ 첫째날,M,5,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,경북,경산시,중산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
덕유산 향적봉,덕유산 ( 德裕山 ) 야생화 트레킹 3 ( 설천봉 ~ 향적봉 대피소 ) ,F,4,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,해운대구,재송동,
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,동소문동4가,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
설악산 중청,[등산] 설악산 / 중청 대피소 / 설악산 등산 코스,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,정자동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 중청,설악산 중청대피소 하룻밤의 추억,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,용산구,용문동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,연희동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
지리산 세석,지리산 세석대피소 1박2일,M,4,무직,100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,중계2.3동,"경차 (모닝, 스파크 등)"
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,전남,순천시,연향동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,M,4,무직,100~199만원,아니오,          ,단독주택,충남,서천군,서천읍,
한라산 삼각봉,제주도 한라산 5 산우물 4월 산행 한라산 삼각봉 대피소 개미등 탐라계곡 육교 관음사,M,2,"학생 (초중고학생, 대학생, 대학원생)",700~799만원,아니오,          ,아파트/ 주상복합,서울,동작구,노량진동,
한라산 진달래밭,[이색 휴게소] 한라산 성판악 진달래 휴게소 = 진달래밭 대피소,F,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,당산동5가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 진달래밭,한라산 겨울 산행 / 진달래 대피소 / 한라산 백록담,F,2,,,      ,          ,,경기,김포시,고촌읍,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,F,2,,,      ,          ,,경기,용인시 기흥구,농서동,
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,장지동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,M,4,,,      ,          ,,경기,부천시 원미구,상1동,
한라산 진달래밭,12/4 한라산 등반 진달래밭 대피소에서 정상 백록담까지,F,3,,,      ,          ,,서울,송파구,잠실3동,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,4,,,      ,          ,,경기,용인시 처인구,모현면,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,M,5,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,삼산1동,
지리산 피아골,지리산 피아골 대피소 가는길,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,봉명2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
덕유산 향적봉,무주 덕유산 곤도라타고 향적봉 대피소에서 1박하는 방법 :) 곤도라 요금/ 대피소 예약 및 정보 / 생생한 후기 총 정리!!,M,4,,,      ,          ,,경기,고양시 덕양구,관산동,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,F,4,,,      ,          ,,강원,홍천군,홍천읍,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,2,,,      ,          ,,경기,안성시,당왕동,
설악산 소청,설악산 소청 대피소 예약 당첨,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,상도1동,
설악산 소청,설악산 소청 대피소 예약 당첨,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,순천시,조례동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,M,4,,,      ,          ,,전남,나주시,중앙동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,서울,서대문구,대현동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,M,3,기타 ,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,성동구,금호동4가,
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,전남,순천시,연향동,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,4,,,      ,          ,,대전,서구,내동,
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,M,2,,,      ,          ,,,,,
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),M,4,"자영업 (도소매업, 숙박업, 미용업)",100만원 미만,예    ,자녀 있음 ,단독주택,대구,달서구,감삼동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
북한산 대피소,7.27(토) 북한산 문수봉. 북한산대피소,M,3,,,      ,          ,,경기,파주시,광탄면,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,M,4,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,능동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
설악산 중청,설악산 중청대피소 판매 물품 및 상세 이용 정보,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,북구,덕천1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,한라산 성판악&쑥대밭대피소&사라오름&진달래대피소&성판악코스,F,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,문화1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,M,2,,,      ,          ,,인천,중구,항동7가,
설악산 중청,설악산(중청대피소~공룡능선)간 풍경,F,2,,,      ,          ,,제주,제주시,용담3동,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,마포동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,F,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,광진구,군자동,
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,F,3,,,      ,          ,,서울,강남구,역삼동,
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,M,5,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,김해시,안동,
설악산 중청,설악산 중청대피소 하룻밤의 추억,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,계양구,임학동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,통영시,광도면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 장터목,등산_ 지리산 장터목대피소,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,안동시,정하동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,M,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,단독주택,경남,진주시,상봉동동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),M,4,,,      ,          ,,서울,강서구,방화2동,
오대산 노인봉,[안내산악회] 2019년 05월 18일 강원도 강릉 오대산 노인봉,M,2,,,      ,          ,,대구,달성군,다사읍,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,2,무직,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,울산,남구,신정4동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,F,4,"학생 (초중고학생, 대학생, 대학원생)",700~799만원,아니오,          ,아파트/ 주상복합,서울,성동구,상왕십리동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,동소문동4가,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
덕유산 향적봉,덕유산 눈꽃 겨울여행2 / 향적봉 일출 향적봉대피소,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,아파트/ 주상복합,대전,동구,용운동,
지리산 장터목,[초보등산/천왕봉일출] 지리산 천왕봉 코스 with 장터목대피소,F,5,,,      ,          ,,전북,전주시 덕진구,우아동3가,
한라산 속밭,한라산 원정대(1)그 고생의 서막. / 성판악코스 / 입구~속밭 대피소까지.,M,5,,,      ,          ,,경기,시흥시,거모동,
북한산 대피소,북한산 산성입구~중흥사~북한산대피소~백운봉암문~밤골(190803). ,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,동구,신암3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
소백산 연화봉,[등산 No.26] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/12/01 ~02일),F,5,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,단독주택,서울,광진구,구의2동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,M,2,무직,400~499만원,아니오,          ,아파트/ 주상복합,서울,강서구,가양동,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,진관동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
