주변관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
성산포해양,설 구정에 어머니와 함께 성산포 성당 광치기해변 제주해양동물박물관 겨울 유채꽃 2월 제주,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,무거동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
미숭산,고령 여행 숲과 자연을 느끼며 힐링해요 미숭산자연휴양림,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,돈암1동,"준중형파생 (벨로스터, I30 등)"
극락암,통도사 극락암의 가을,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,개포4동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
고석정,고석정 : 네이버 플레이스,F,3,기타 ,700~799만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,성동구,상왕십리동,
안면도,[태안 안면도 맛집] 가성비좋고 회가 저렴한 방포수산시장 횟집 : 네이버 블로그,F,3,기타 ,700~799만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,성동구,상왕십리동,
횡성드림마운틴,드림마운틴 횡성 드림마운틴은 무엇인가,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 북구,득량동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
회산연꽃방죽,일로읍 회산연꽃방죽이야기회산백련지연꽃나들이목포꽃집목포꽃배달 남악꽃배달 일로꽃배달무안꽃배달,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,달성군,다사읍,
강화종합리조트,강화 길상면  강화씨사이드리조트강화도루지,M,4,기타 ,100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,남구,숭의2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한탄강,한탄강 유원지 : 네이버 통합검색,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,강화군,강화읍,
한탄강,포천 한탄강 하늘다리 : 네이버 통합검색,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,구월4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
일락사,일락사개심사서산농장용현계곡퉁퉁고개,F,5,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,광진구,자양3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
미륵사,"<익산시> 유네스코 세계문화유산, 백제역사유적지구, 익산 미륵사지를 찾다 : 네이버 블로그",F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,산북동,
미륵사,미륵사지 석탑,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,산북동,
미륵사,미륵사지 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,산북동,
미륵사,익산 미륵사지,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,산북동,
미륵사,[전북/익산] 미륵사지 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,산북동,
안적사,기장 안적사에서 가을을 맞이했습니다,M,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,응암3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
대전사,20183.09.12 대전사례관리 담당자 스터디모임 : 네이버 블로그,F,4,,,      ,          ,,경기,안양시 만안구,석수2동,
농월정,함양 남계서원 농월정 일두고택,M,3,,,      ,          ,,대구,달서구,신당동,
산정호수,포천 산정호수 갈비집 입이 즐거운 느낌 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,부천시 원미구,상3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한탄강,철원 가볼만한곳 고석정 한탄강 부교 걷기 : 네이버 블로그,F,4,,,      ,          ,,경기,안양시 동안구,평촌동,
죽도,마두역맛집 솥뚜껑통김치찌개(국수예찬) 우리밀국수도 팥죽도 맛있네~ : 네이버 블로그,F,2,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,진주시,인사동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
변산해수욕장,변산 해수욕장 스타렉스 캠핑카 타고 여행  갯벌체험으로 조개를 캤어요,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,반송동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
화순온천,아들과 둘이 한 광주 차박여행광주챔피언스필드 대인야시장 화순온천 광주호 전주,M,4,,,      ,          ,,서울,강서구,우장산동,
내장산리조트,정읍시 내장산리조트 최대규모 민자유치,M,3,,,      ,          ,,경기,오산시,누읍동,
유현문화,횡성여행 횡성호수길 5구간 국순당 유현문화관광지 풍수원성당,F,5,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,신장2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
강원호반,좋은 터 길라잡이(풍수문의 풍수강의),F,4,,,      ,          ,,서울,송파구,오금동,
한탄강,한탄강 유원지 : 네이버 통합검색,F,5,,,      ,          ,,대구,서구,평리동,
왕궁보석테마,익산왕궁보석테마관광지 상설공연  체험프로그램,M,5,,,      ,          ,,서울,송파구,송파동,
한국차소리문화공원,보성여행 보성차밭빛축제  한국차소리문화공원,M,3,,,      ,          ,,경기,군포시,대야미동,
고석정,고석정 : 네이버 통합검색,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,경기,파주시,광탄면,
신지명사십리,여로4  완도 신지명사십리해수욕장  20190325,M,4,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,서울,광진구,광장동,
대관령어흘리,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길,M,4,,,      ,          ,,인천,남구,문학동,
만리포해수욕장,당일치기 태안여행 해미읍성 만리포해수욕장 일몰 까지,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,부천시 원미구,중동,
위봉사,한국의 산사 10898 완주 위봉사,F,5,,,      ,          ,,경기,고양시 일산서구,대화동,
산정호수,산정호수 그 물 위를 걷다 포천 산정호수 둘레길,M,5,,,      ,          ,,경기,수원시 권선구,구운동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
부곡온천,하반기 HOT 생생 부곡온천 라이브공연 12회차,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,단독주택,전북,전주시 덕진구,금암동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
용문산,양평 용문산 관광단지와 용문사 은행나무,F,2,,,      ,          ,,인천,남구,숭의2동,
도곡온천,화순 중봉산도곡온천 기준으로 완벽한 원점회귀 산행코스,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,신평2동,"준중형파생 (벨로스터, I30 등)"
거가대교,가덕도 가볼 만한 곳 연대봉 세계 최대 수심 해저터널 거가대교,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,금호동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
제주헬스케어타운,추석제주여행  헬스케어타운리조트  한림칼국수  카페라이슬라,F,4,기타 ,600~699만원,예    ,자녀 있음 ,단독주택,경기,과천시,중앙동,
성기동,영암 왕인박사 유적지   3 성기동 성천,M,4,기타 ,"1,000만원 이상",아니오,          ,아파트/ 주상복합,강원,속초시,교동,
안면도,[태안 안면도 맛집] 가성비좋고 회가 저렴한 방포수산시장 횟집 : 네이버 블로그,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,개포4동,"대형차 (제너시스, BMW5급 등)"
지장사,방탄소년단 정국 지장사 직원분이 알려준 꾹이 비하인드스토리,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,서구,복수동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
무극,개업축하화분배달 금전수 돈나무 행운목 해피트리 스투키 뱅갈고무나무 극락조 난 개업식 집들이 거실화분 : 플라워리퍼블릭b,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,부안군,부안읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
죽도,마두역맛집 솥뚜껑통김치찌개(국수예찬) 우리밀국수도 팥죽도 맛있네~ : 네이버 블로그,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,오피스텔,경기,고양시 일산동구,장항2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
다덕약수,봉화 약수식당  다덕약수 로 만든 토종닭백숙,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,화도읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
마곡사,공주 가볼만한곳 마곡사 가을 모습은,F,4,,,      ,          ,,부산,연제구,연산9동,
영월온천,201707387001 영월군 영월읍 심옥리 영월온천,F,5,,,      ,          ,,경기,수원시 영통구,영통2동,
전통한방휴양,전통한방휴양관광지 산청동의보감촌공진단만들기 체험,F,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
신지명사십리,여로4  완도 신지명사십리해수욕장  20190325,M,3,,,      ,          ,,서울,영등포구,신길3동,
한탄강,포천 가볼만한곳 한탄강 하늘다리 비둘기낭 폭포 : 네이버 블로그,M,4,,,      ,          ,,인천,서구,당하동,
수타사,홍천 은행나무숲과 수타사 강원도 가볼만한곳,M,5,,,      ,          ,,서울,영등포구,신길4동,
공릉,파주 공릉캠핑장 11월 동계 캠핑의 첫 시작,M,4,,,      ,          ,,경기,포천시,신북면,
북고사,늦가을 무주의 북고사 성지순례,M,2,,,      ,          ,,경기,고양시 일산서구,대화동,
구문소,억년의 세월이 빚은 비경 태백팔경 구문소,F,5,,,      ,          ,,대구,서구,평리동,
북고사,늦가을 무주의 북고사 성지순례,M,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,아니오,          ,아파트/ 주상복합,부산,부산진구,양정동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
운암사,비라칸사스와 함께한 광양 운암사,F,4,,,      ,          ,,대전,유성구,어은동,
강원호반,좋은 터 길라잡이(풍수문의 풍수강의),M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,대야동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
신정호,신정호 : 네이버 통합검색,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정1동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산정호수,산정호수 : 네이버 통합검색,M,3,,,      ,          ,,인천,남구,용현4동,
개암사,부안 개암사 그리고 개암제 나들이,M,4,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",아니오,          ,아파트/ 주상복합,인천,연수구,옥련2동,
쌍계사,경상남도 하동  하동 가볼만한곳 지리산자락으로 가을여행 떠나요 하동 쌍계사,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,관악구,낙성대동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
남원,국내여행  남원숙소 너무 좋았던 에어비앤비 수곡당,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,구로구,오류동,
복전암,토요산행   보문산,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,강동구,명일2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
고석정,철원 여행 고석정 정취를 취하다,M,5,,,      ,          ,,전남,순천시,조곡동,
한탄강,포천 한탄강 하늘다리 입장시간 : 네이버 통합검색,F,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,아파트/ 주상복합,서울,중구,남산동1가,
보적사,나홀로 가을 산행  독산성 세마대지 보적사 다녀오기,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,마포구,연남동,
임진각,파주관광지추천 아이들과 갈만한곳 임진각 평화누리공원,M,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,응암3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
청학사,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,홍은1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
