선호관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
태조산,천안의 진산 태조산 등산 코스 참 쉽죠 : 네이버 블로그,F,4,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,광주,남구,진월동,
여수화양,여수 맛집 화양식당 장어구이 장어탕,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",100만원 미만,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,인천,서구,경서동,
태조산,[091011] 천안 힐링여행 등산 코스 추천! 7/안서호>태조산>청원사>구름다리>대머리바위>제2솔바람길>유왕골약수터>좌불상>각원사>호서대>안서호 / 헌혈 영화 서치(모아이문),F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,고양시 일산서구,주엽동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
경천대,상주 경천대마음이 열리는 이곳 경천대 국민관광지,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,남양주시,와부읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
해남사,해남사 양대응 스님,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,파주시,금촌2동,"경차 (모닝, 스파크 등)"
광덕계곡,즐거운 와인딩 코스 여우고개  백운계곡  광덕계곡  도마치재 M으로 지지기,F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,중랑구,망우3동,
남당,충남 당진 FM라디오 주파수 좀 : 네이버 지식iN,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,서대문구,북아현동,
거제남부,거제 남부 해변길 걷기함목다대다포천장산여차여차홍포전망대홍포대포근포근포마을명사저구항,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,부산,기장군,정관면,"소형SUV/CUV (티볼리, QM3 등)"
울릉도,울릉도 배편 : 네이버 통합검색,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,봉천동,"프리미엄 (에쿠스, BMW7급 등)"
해운대,부산 해운대 가볼만한곳 ‘핀시19’ 오픈 이벤트로 입장료 무료·선착순10팀 사은품 증정 ? 데일리시큐,F,2,무직,100만원 미만,아니오,          ,오피스텔,경기,부천시 원미구,상동,
칠갑산도립온천,칠갑산 도립공원 2,M,5,무직,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,덕천2동,
제주중문,제주중문가볼만한곳 추천해요 : 네이버 블로그,F,3,무직,100만원 미만,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,군포시,산본동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
안적사,기장 안적사에서 가을을 맞이했습니다,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,남구,용호1동,
금강하구둑,금강자전거길신탄진금강하구둑20190702,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,경기,의왕시,이동,
당항포,경남 고성 가볼만한곳 공룡엑스포가 펼쳐지는 당항포 관광단지,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,중구,삼덕동3가,
월정사,평창가볼만한곳 /오대산 월정사 전나무숲길 : 네이버 블로그,F,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,가좌2동,"경차 (모닝, 스파크 등)"
대구면도요지,강진 대구면 도요지 종합정비계획 학술연구용역,F,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,서울,강서구,내발산동,
합천호,합천호코지캠핑장,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,경북,포항시 남구,상도동,
장흥,서울 근교 장흥 참숯가마 고구마 구워 먹고 놀기 좋아,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,공릉2동,
울릉도,[포항출발] 울릉도 자유여행(왕복선표+비치온호텔),F,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,탑동,
해운대,해운대 맛집 센텀샤브막심에서 가족모임 했어요~ : 네이버 블로그,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,순천시,조례동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
합천호,합천호코지캠핑장,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,거제시,능포동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
부곡온천,구서동(장전동) 금정산 부곡온천 후기 : 네이버 블로그,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,공릉동,
표선,제주 표선해수욕장 잠시 들러 바람 쐬고 가요 야영장도 있네요! : 네이버 블로그,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,공릉동,
부곡온천,금정산부곡온천 : 네이버,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,사당5동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
마니산,마니산 전철 : 네이버 통합검색,F,4,,,      ,          ,,경기,성남시 중원구,은행1동,
묘산봉,제주시 구좌읍 김녕리 묘산봉 일대 농어촌도로 확장,F,5,"관리직 (사장, 간부, 고위공무원)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강북구,미아동,
해남오시아노,캠핑장 추천  해남 오시아노 캠핑장,F,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,구로구,개봉2동,
낙산사,낙산사 탈 때처럼 온국민 철렁..달라진 건? | 다음 뉴스,F,2,기타 ,300~399만원,아니오,          ,아파트/ 주상복합,경남,김해시,구산동,
마니산,한국명산 031 강화도 마니산 등산기,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,사상구,주례2동,기타 (승합차/트럭/화물차/기타 차량 등)
합천호,합천호코지캠핑장,F,5,"교직 (교사, 유치원교사, 학원강사)",100~199만원,아니오,          ,아파트/ 주상복합,경북,포항시 북구,용흥동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
해운대,부산 해운대 가볼만한곳 ‘핀시19’ 오픈 이벤트로 입장료 무료·선착순10팀 사은품 증정 ? 데일리시큐,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,광주,동구,소태동,
금월봉,제천1박2일2일차동산분식 덩실분식 제천청풍호모노레일 비봉산전망대 청풍호반케이블카 금월봉석갈비,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,금곡동,
월정사,평창가볼만한곳 /오대산 월정사 전나무숲길 : 네이버 블로그,F,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,정왕4동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
남원드래곤,전라도 골프 드래곤레이크cc 2박3일 남원 골프라운드 후기,M,2,,,      ,          ,,대구,중구,동인동3가,
연등사,연등사경북 봉화군 석포면,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
등명,강릉 해수욕장 추천 작지만 편안한 등명해변등명해수욕장,M,5,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,진주시,문산읍,
해운대,해운대 맛집 센텀샤브막심에서 가족모임 했어요~ : 네이버 블로그,M,2,,,      ,          ,,서울,동작구,노량진1동,
칠갑산도립온천,칠갑산 도립공원 2,F,2,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,대구,동구,검사동,
우수영,김빈우 수영복 인증샷 공개...60kg 실화? :: 매일경제 뉴스,M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,양주시,고읍동,기타 (승합차/트럭/화물차/기타 차량 등)
태조산,태조산 : 네이버 통합검색,F,4,기타 ,700~799만원,아니오,          ,아파트/ 주상복합,서울,동작구,본동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
대구화원,대구 화원 카페 커피문화 작은 창고형카페,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,논현동,
문경온천,불정자연휴양림 문경온천 여행 ,M,4,퇴직/연금생활자,100~199만원,아니오,          ,기타 ,경북,경산시,용성면,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
표선,제주신화월드 랜딩다이닝 조식 & 군산오름 & 서귀포 쇠소깍 & 동백군락지 & 표선해수욕장 & 동문시장 딱새우 : 네이버 블로그,M,4,기타 ,400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,충북,청주시 상당구,율량동,기타 (승합차/트럭/화물차/기타 차량 등)
해운대,스타벅스 신메뉴 바나나크림파이프라푸치노+리저브 메뉴 in 해운대 리저브 매장 : 네이버 블로그,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,석촌동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한탄강,철원 카페  송대소 주상절리 한탄강을 배경으로 커피한잔에 빠져보는 모닝캄빌리지 펜션  카페,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,진주시,문산읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
성류굴,울진 금강소나무 숲길 트레킹울진 성류굴,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,길음1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
태조산,태조산 솔바람길 함께 걸어요!(각원사~대머리봉/1부) : 네이버 블로그,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,내발산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
제주중문,제주 중문 가볼만한곳 : 자연의 신비로움이 느껴지는 주상절리! : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,행신2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
원주오크밸리,원주 오크밸리 카라반 여행  야간산책 소나타 오브 라이트,F,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,김포시,월곶면,"경차 (모닝, 스파크 등)"
마니산,전철로마니산가는방법에 대해 알려주세요. - Daum 팁,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,부산진구,당감4동,
대관령어흘리,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길,M,5,"관리직 (사장, 간부, 고위공무원)",100~199만원,아니오,          ,오피스텔,경남,양산시,삼호동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
